CODGEO;LIBGEO;MED15;TP6015
63466;Vodable;20061;
63467;Voingt;;
63468;Vollore-Montagne;15979;
63469;Vollore-Ville;18223;
63470;Volvic;22453;7
63471;Youx;18884;
63472;Yronde-et-Buron;22986;
63473;Yssac-la-Tourette;22922;
64001;Aast;22090;
64002;Abère;16862;
64003;Abidos;20439;
64004;Abitain;;
64005;Abos;22041;
64006;Accous;17592;
64007;Agnos;22554;
64008;Ahaxe-Alciette-Bascassan;18674;
64009;Ahetze;22934;
64010;Aïcirits-Camou-Suhast;19628;
64011;Aincille;14739;
64012;Ainharp;19064;
64013;Ainhice-Mongelos;17938;
64014;Ainhoa;20130;
64015;Alçay-Alçabéhéty-Sunharette;19565;
64016;Aldudes;15745;
64017;Alos-Sibas-Abense;20686;
64018;Amendeuix-Oneix;21745;
64019;Amorots-Succos;18757;
64020;Ance;22072;
64021;Andoins;23921;
64022;Andrein;20564;
64023;Angaïs;23800;
64024;Anglet;22290;9
64025;Angous;;
64026;Anhaux;18579;
64027;Anos;21659;
64028;Anoye;22246;
64029;Aramits;19255;
64031;Arancou;19297;
64032;Araujuzon;16951;
64033;Araux;18867;
64034;Arbérats-Sillègue;21653;
64035;Arbonne;24141;
64036;Arbouet-Sussaute;20267;
64037;Arbus;22306;
64038;Arcangues;23889;7
64039;Aren;20462;
64040;Arette;19077;
64041;Aressy;23682;
64042;Argagnon;20278;
64043;Argelos;21510;
64044;Arget;;
64045;Arhansus;;
64046;Armendarits;17567;
64047;Arnéguy;15748;
64048;Arnos;18179;
64049;Aroue-Ithorots-Olhaïby;17850;
64050;Arrast-Larrebieu;17376;
64051;Arraute-Charritte;18355;
64052;Arricau-Bordes;;
64053;Arrien;21425;
64054;Arros-de-Nay;21243;
64056;Arrosès;17677;
64057;Arthez-de-Béarn;21319;
64058;Arthez-d'Asson;19538;
64059;Artigueloutan;24091;
64060;Artiguelouve;24019;
64061;Artix;20612;10
64062;Arudy;20083;12
64063;Arzacq-Arraziguet;18732;
64064;Asasp-Arros;19730;
64065;Ascain;21569;8
64066;Ascarat;19023;
64067;Assat;23584;
64068;Asson;20873;13
64069;Aste-Béon;19702;
64070;Astis;22082;
64071;Athos-Aspis;19889;
64072;Aubertin;23889;
64073;Aubin;21669;
64074;Aubous;;
64075;Audaux;20026;
64077;Auga;19520;
64078;Auriac;21163;
64079;Aurions-Idernes;17023;
64080;Aussevielle;22813;
64081;Aussurucq;18130;
64082;Auterrive;22341;
64083;Autevielle-Saint-Martin-Bideren;18153;
64084;Aydie;19354;
64085;Aydius;19252;
64086;Ayherre;20216;
64087;Baigts-de-Béarn;19457;
64088;Balansun;21850;
64089;Baleix;19948;
64090;Baliracq-Maumusson;21196;
64091;Baliros;21372;
64092;Banca;16910;
64093;Barcus;18497;
64094;Bardos;20926;
64095;Barinque;20743;
64096;Barraute-Camu;18496;
64097;Barzun;21452;
64098;Bassillon-Vauzé;;
64099;Bastanès;;
64100;Bassussarry;24497;7
64101;Baudreix;21414;
64102;Bayonne;19094;16
64103;Bédeille;21174;
64104;Bedous;19029;
64105;Béguios;18926;
64106;Béhasque-Lapiste;19957;
64107;Béhorléguy;;
64108;Bellocq;18592;
64109;Bénéjacq;21200;
64110;Béost;19392;
64111;Bentayou-Sérée;18797;
64112;Bérenx;19816;
64113;Bergouey-Viellenave;17744;
64114;Bernadets;23748;
64115;Berrogain-Laruns;17279;
64116;Bescat;18846;
64117;Bésingrand;22251;
64118;Bétracq;;
64119;Beuste;22073;
64120;Beyrie-sur-Joyeuse;20422;
64121;Beyrie-en-Béarn;25426;
64122;Biarritz;22103;13
64123;Bidache;19963;
64124;Bidarray;20114;
64125;Bidart;21849;10
64126;Bidos;21915;
64127;Bielle;21152;
64128;Bilhères;17394;
64129;Billère;19615;13
64130;Biriatou;20881;
64131;Biron;21056;
64132;Bizanos;22965;10
64133;Boeil-Bezing;22278;
64134;Bonloc;19401;
64135;Bonnut;20050;
64136;Borce;15029;
64137;Bordères;22621;
64138;Bordes;21675;8
64139;Bosdarros;23705;
64140;Boucau;20453;12
64141;Boueilh-Boueilho-Lasque;19525;
64142;Bougarber;22138;
64143;Bouillon;20272;
64144;Boumourt;21157;
64145;Bourdettes;20410;
64146;Bournos;22201;
64147;Briscous;22100;7
64148;Bruges-Capbis-Mifaget;19358;
64149;Bugnein;19141;
64150;Bunus;17977;
64151;Burgaronne;21203;
64152;Buros;26849;
64153;Burosse-Mendousse;;
64154;Bussunarits-Sarrasquette;19662;
64155;Bustince-Iriberry;;
64156;Buziet;19840;
64157;Buzy;19531;
64158;Cabidos;19307;
64159;Cadillon;18378;
64160;Cambo-les-Bains;20086;11
64161;Came;19461;
64162;Camou-Cihigue;;
64165;Cardesse;21041;
64166;Caro;19981;
64167;Carrère;20056;
64168;Carresse-Cassaber;19893;
64170;Castagnède;20928;
64171;Casteide-Cami;20577;
64172;Casteide-Candau;18942;
64173;Casteide-Doat;20727;
64174;Castéra-Loubix;;
64175;Castet;16330;
64176;Castetbon;19341;
64177;Castétis;21877;
64178;Castetnau-Camblong;21186;
64179;Castetner;22851;
64180;Castetpugon;20892;
64181;Castillon (Canton d'Arthez-de-Béarn);21652;
64182;Castillon (Canton de Lembeye);;
64183;Caubios-Loos;23654;
64184;Cescau;22264;
64185;Cette-Eygun;;
64186;Charre;18989;
64187;Charritte-de-Bas;17835;
64188;Chéraute;19821;
64189;Ciboure;20963;10
64190;Claracq;18432;
64191;Coarraze;20077;14
64192;Conchez-de-Béarn;20107;
64193;Corbère-Abères;18304;
64194;Coslédaà-Lube-Boast;19595;
64195;Coublucq;21573;
64196;Crouseilles;17719;
64197;Cuqueron;23814;
64198;Denguin;22446;
64199;Diusse;18425;
64200;Doazon;19557;
64201;Dognen;20998;
64202;Domezain-Berraute;19055;
64203;Doumy;20598;
64204;Eaux-Bonnes;19007;
64205;Escos;19185;
64206;Escot;17819;
64207;Escou;20012;
64208;Escoubès;17712;
64209;Escout;21374;
64210;Escurès;20527;
64211;Eslourenties-Daban;22286;
64212;Espéchède;21624;
64213;Espelette;20899;
64214;Espès-Undurein;19326;
64215;Espiute;;
64216;Espoey;22198;
64217;Esquiule;20479;
64218;Estérençuby;14829;
64219;Estialescq;21599;
64220;Estos;24216;
64221;Etcharry;21465;
64222;Etchebar;;
64223;Etsaut;;
64224;Eysus;20984;
64225;Ance Féas;21289;
64226;Fichous-Riumayou;19547;
64227;Gabaston;21805;
64228;Gabat;21314;
64229;Gamarthe;19545;
64230;Gan;22187;8
64231;Garindein;20162;
64232;Garlède-Mondebat;18634;
64233;Garlin;19444;
64234;Garos;19944;
64235;Garris;20781;
64236;Gayon;;
64237;Gelos;23084;9
64238;Ger;23266;
64239;Gerderest;19883;
64240;Gère-Bélesten;19204;
64241;Géronce;19946;
64242;Gestas;;
64243;Géus-d'Arzacq;20986;
64244;Geüs-d'Oloron;20724;
64245;Goès;20904;
64246;Gomer;23974;
64247;Gotein-Libarrenx;19392;
64249;Guéthary;20583;
64250;Guiche;20305;
64251;Guinarthe-Parenties;18387;
64252;Gurmençon;21781;
64253;Gurs;18863;
64254;Hagetaubin;19610;
64255;Halsou;22854;
64256;Hasparren;20218;11
64257;Haut-de-Bosdarros;21553;
64258;Haux;;
64259;Hélette;19346;
64260;Hendaye;19458;16
64261;Herrère;21703;
64262;Higuères-Souye;20926;
64263;L'Hôpital-d'Orion;21909;
64264;L'Hôpital-Saint-Blaise;;
64265;Hosta;;
64266;Hours;21237;
64267;Ibarrolle;;
64268;Idaux-Mendy;17607;
64269;Idron;26983;5
64270;Igon;21667;
64271;Iholdy;17638;
64272;Ilharre;19813;
64273;Irissarry;19072;
64274;Irouléguy;20839;
64275;Ispoure;20235;
64276;Issor;18061;
64277;Isturits;19656;
64279;Itxassou;21216;
64280;Izeste;17978;
64281;Jasses;20198;
64282;Jatxou;22737;
64283;Jaxu;18660;
64284;Jurançon;20840;13
64285;Juxue;16405;
64286;Laà-Mondrans;21752;
64287;Laàs;19231;
64288;Labastide-Cézéracq;22268;
64289;La Bastide-Clairence;18866;
64290;Labastide-Monréjeau;21522;
64291;Labastide-Villefranche;16808;
64292;Labatmale;21543;
64293;Labatut;17456;
64294;Labets-Biscay;17820;
64295;Labeyrie;19924;
64296;Lacadée;21010;
64297;Lacarre;17125;
64298;Lacarry-Arhan-Charritte-de-Haut;20884;
64299;Lacommande;21025;
64300;Lacq;21680;
64301;Lagor;20071;
64302;Lagos;20879;
64303;Laguinge-Restoue;19100;
64304;Lahonce;22280;
64305;Lahontan;19201;
64306;Lahourcade;21957;
64307;Lalongue;17003;
64308;Lalonquette;21429;
64309;Lamayou;20183;
64310;Lanne-en-Barétous;18603;
64311;Lannecaube;18052;
64312;Lanneplaà;22418;
64313;Lantabat;16880;
64314;Larceveau-Arros-Cibits;19795;
64315;Laroin;22794;
64316;Larrau;16280;
64317;Larressore;21847;
64318;Larreule;19510;
64319;Larribar-Sorhapuru;17430;
64320;Laruns;20202;
64321;Lasclaveries;20100;
64322;Lasse;17689;
64323;Lasserre;;
64324;Lasseube;19979;
64325;Lasseubetat;20300;
64326;Lay-Lamidou;17603;
64327;Lecumberry;17434;
64328;Ledeuix;21786;
64329;Lée;27621;
64330;Lées-Athas;17876;
64331;Lembeye;20029;
64332;Lème;21657;
64334;Léren;20941;
64335;Lescar;24085;7
64336;Lescun;16468;
64337;Lespielle;19580;
64338;Lespourcy;19110;
64339;Lestelle-Bétharram;19474;
64340;Lichans-Sunhar;;
64341;Lichos;19630;
64342;Licq-Athérey;21586;
64343;Limendous;20916;
64344;Livron;20628;
64345;Lohitzun-Oyhercq;16390;
64346;Lombia;21793;
64347;Lonçon;21885;
64348;Lons;22501;8
64349;Loubieng;19579;
64350;Louhossoa;20916;
64351;Lourdios-Ichère;14733;
64352;Lourenties;19926;
64353;Louvie-Juzon;20175;
64354;Louvie-Soubiron;20760;
64355;Louvigny;16774;
64356;Luc-Armau;17853;
64357;Lucarré;;
64358;Lucgarier;23464;
64359;Lucq-de-Béarn;18932;
64360;Lurbe-Saint-Christau;20280;
64361;Lussagnet-Lusson;19022;
64362;Luxe-Sumberraute;21005;
64363;Lys;17488;
64364;Macaye;20025;
64365;Malaussanne;20616;
64366;Mascaraàs-Haron;20517;
64367;Maslacq;20035;
64368;Masparraute;17469;
64369;Maspie-Lalonquère-Juillacq;20299;
64370;Maucor;23957;
64371;Mauléon-Licharre;18985;13
64372;Maure;21549;
64373;Mazères-Lezons;23359;
64374;Mazerolles;22508;
64375;Méharin;17395;
64376;Meillon;21483;
64377;Mendionde;19715;
64378;Menditte;20333;
64379;Mendive;17074;
64380;Méracq;21193;
64381;Méritein;21076;
64382;Mesplède;20662;
64383;Mialos;19388;
64385;Miossens-Lanusse;21094;
64386;Mirepeix;20832;
64387;Momas;22209;
64388;Momy;17971;
64389;Monassut-Audiracq;20434;
64390;Moncaup;17708;
64391;Moncayolle-Larrory-Mendibieu;19061;
64392;Moncla;;
64393;Monein;21605;9
64394;Monpezat;;
64395;Monségur;18970;
64396;Mont;21437;
64397;Montagut;19388;
64398;Montaner;18514;
64399;Montardon;23671;
64400;Montaut;20763;
64401;Mont-Disse;;
64403;Montfort;17899;
64404;Montory;18611;
64405;Morlaàs;22318;9
64406;Morlanne;19945;
64407;Mouguerre;22850;5
64408;Mouhous;;
64409;Moumour;22307;
64410;Mourenx;17080;20
64411;Musculdy;17468;
64412;Nabas;18467;
64413;Narcastet;22665;
64414;Narp;18230;
64415;Navailles-Angos;21493;
64416;Navarrenx;19583;
64417;Nay;20302;14
64418;Noguères;22007;
64419;Nousty;23387;
64420;Ogenne-Camptort;18405;
64421;Ogeu-les-Bains;20794;
64422;Oloron-Sainte-Marie;19283;16
64423;Oraàs;17959;
64424;Ordiarp;18523;
64425;Orègue;18142;
64426;Orin;20647;
64427;Orion;18553;
64428;Orriule;18346;
64429;Orsanco;17155;
64430;Orthez;19722;14
64431;Os-Marsillon;21992;
64432;Ossas-Suhare;;
64433;Osse-en-Aspe;19004;
64434;Ossenx;;
64435;Osserain-Rivareyte;20473;
64436;Ossès;17623;
64437;Ostabat-Asme;18216;
64438;Ouillon;22287;
64439;Ousse;24643;
64440;Ozenx-Montestrucq;21469;
64441;Pagolle;15770;
64442;Parbayse;21927;
64443;Pardies;20800;
64444;Pardies-Piétat;21258;
64445;Pau;19248;19
64446;Peyrelongue-Abos;20634;
64447;Piets-Plasence-Moustrou;16637;
64448;Poey-de-Lescar;23159;
64449;Poey-d'Oloron;20911;
64450;Pomps;19218;
64451;Ponson-Debat-Pouts;;
64452;Ponson-Dessus;20795;
64453;Pontacq;21039;11
64454;Pontiacq-Viellepinte;19643;
64455;Portet;15777;
64456;Pouliacq;;
64457;Poursiugues-Boucoue;19602;
64458;Préchacq-Josbaig;19778;
64459;Préchacq-Navarrenx;20826;
64460;Précilhon;21394;
64461;Puyoô;17786;
64462;Ramous;19100;
64463;Rébénacq;21257;
64464;Ribarrouy;;
64465;Riupeyrous;19650;
64466;Rivehaute;18359;
64467;Rontignon;23057;
64468;Roquiague;;
64469;Saint-Abit;20979;
64470;Saint-Armou;21609;
64471;Saint-Boès;20387;
64472;Saint-Castin;23489;
64473;Sainte-Colome;19625;
64474;Saint-Dos;20479;
64475;Sainte-Engrâce;16063;
64476;Saint-Esteben;19317;
64477;Saint-Étienne-de-Baïgorry;19824;
64478;Saint-Faust;24526;
64479;Saint-Girons-en-Béarn;19170;
64480;Saint-Gladie-Arrive-Munein;20198;
64481;Saint-Goin;20988;
64482;Saint-Jammes;24026;
64483;Saint-Jean-de-Luz;20885;12
64484;Saint-Jean-le-Vieux;20050;
64485;Saint-Jean-Pied-de-Port;20492;
64486;Saint-Jean-Poudge;;
64487;Saint-Just-Ibarre;18677;
64488;Saint-Laurent-Bretagne;23657;
64489;Saint-Martin-d'Arberoue;17746;
64490;Saint-Martin-d'Arrossa;19081;
64491;Saint-Médard;22157;
64492;Saint-Michel;17978;
64493;Saint-Palais;18785;
64494;Saint-Pé-de-Léren;18712;
64495;Saint-Pée-sur-Nivelle;20508;11
64496;Saint-Pierre-d'Irube;22050;6
64498;Saint-Vincent;20540;
64499;Salies-de-Béarn;19242;15
64500;Salles-Mongiscard;20933;
64501;Sallespisse;19597;
64502;Sames;19176;
64503;Samsons-Lion;;
64504;Sare;19934;12
64505;Sarpourenx;19781;
64506;Sarrance;17789;
64507;Saubole;19074;
64508;Saucède;21134;
64509;Sauguis-Saint-Étienne;19373;
64510;Sault-de-Navailles;19991;
64511;Sauvagnon;23992;
64512;Sauvelade;17776;
64513;Sauveterre-de-Béarn;18359;
64514;Séby;20328;
64515;Sedze-Maubecq;17370;
64516;Sedzère;21567;
64517;Séméacq-Blachon;18063;
64518;Sendets;23430;
64519;Serres-Castet;23531;8
64520;Serres-Morlaàs;29533;
64521;Serres-Sainte-Marie;23019;
64522;Sévignacq-Meyracq;18723;
64523;Sévignacq;19375;
64524;Simacourbe;19285;
64525;Siros;21297;
64526;Soumoulou;21755;
64527;Souraïde;21175;
64528;Suhescun;17248;
64529;Sus;19127;
64530;Susmiou;20321;
64531;Tabaille-Usquain;;
64532;Tadousse-Ussau;;
64533;Tardets-Sorholus;18895;
64534;Taron-Sadirac-Viellenave;18964;
64535;Tarsacq;20411;
64536;Thèze;21100;
64537;Trois-Villes;21768;
64538;Uhart-Cize;19726;
64539;Uhart-Mixe;17433;
64540;Urcuit;22084;
64541;Urdès;20251;
64542;Urdos;;
64543;Urepel;14208;
64544;Urost;;
64545;Urrugne;21261;10
64546;Urt;21704;
64547;Ustaritz;21936;9
64548;Uzan;20666;
64549;Uzein;21593;
64550;Uzos;26100;
64551;Verdets;21075;
64552;Vialer;19501;
64554;Viellenave-d'Arthez;20491;
64555;Viellenave-de-Navarrenx;19754;
64556;Vielleségure;20306;
64557;Vignes;21315;
64558;Villefranque;22586;
64559;Viodos-Abense-de-Bas;19918;
64560;Viven;21060;
65001;Adast;20186;
65002;Adé;20812;
65003;Adervielle-Pouchergues;19997;
65004;Agos-Vidalos;21638;
65005;Allier;22712;
65006;Ancizan;20285;
65007;Andrest;20593;
65009;Anères;20351;
65010;Angos;21688;
65011;Les Angles;22043;
65012;Anla;;
65013;Ansost;;
65014;Antichan;;
65015;Antin;18909;
65016;Antist;22659;
65017;Aragnouet;20128;
65018;Arbéost;;
65019;Arcizac-Adour;22303;
65020;Arcizac-ez-Angles;19110;
65021;Arcizans-Avant;22015;
65022;Arcizans-Dessus;19043;
65023;Ardengost;;
65024;Argelès-Bagnères;18704;
65025;Argelès-Gazost;19718;13
65026;Aries-Espénan;;
65027;Armenteule;;
65028;Arné;18685;
65029;Arras-en-Lavedan;20064;
65031;Arreau;18911;
65032;Arrens-Marsous;20437;
65033;Arrodets-ez-Angles;21529;
65034;Arrodets;;
65035;Artagnan;19361;
65036;Artalens-Souin;20241;
65037;Artiguemy;;
65038;Artigues;;
65039;Aspin-Aure;;
65040;Aspin-en-Lavedan;21286;
65041;Asque;;
65042;Asté;19446;
65043;Astugue;18866;
65044;Aubarède;17754;
65045;Aucun;20344;
65046;Aulon;;
65047;Aureilhan;19303;15
65048;Aurensan;21384;
65049;Auriébat;19784;
65050;Avajan;;
65051;Aventignan;19576;
65052;Averan;;
65053;Aveux;;
65054;Avezac-Prat-Lahitte;20300;
65055;Ayros-Arbouix;20501;
65056;Ayzac-Ost;20916;
65057;Azereix;21758;
65058;Azet;18720;
65059;Bagnères-de-Bigorre;18432;19
65060;Banios;;
65061;Barbachen;;
65062;Barbazan-Debat;21260;9
65063;Barbazan-Dessus;23232;
65064;Bareilles;;
65065;Barlest;19837;
65066;Barrancoueu;;
65067;Barry;21340;
65068;Barthe;;
65069;La Barthe-de-Neste;20184;
65070;Bartrès;21449;
65071;Batsère;;
65072;Bazet;19903;
65073;Bazillac;18915;
65074;Bazordan;16483;
65075;Bazus-Aure;20896;
65076;Bazus-Neste;;
65077;Beaucens;21724;
65078;Beaudéan;20448;
65079;Bégole;19376;
65080;Bénac;21811;
65081;Benqué-Molère;;
65082;Berbérust-Lias;;
65083;Bernac-Debat;23091;
65084;Bernac-Dessus;22220;
65085;Bernadets-Debat;;
65086;Bernadets-Dessus;18401;
65087;Bertren;22008;
65088;Betbèze;;
65089;Betpouey;;
65090;Betpouy;;
65091;Bettes;;
65092;Beyrède-Jumet;18417;
65093;Bize;18423;
65094;Bizous;;
65095;Bonnefont;19715;
65096;Bonnemazon;;
65097;Bonrepos;19483;
65098;Boô-Silhen;20767;
65099;Bordères-Louron;18992;
65100;Bordères-sur-l'Échez;18707;15
65101;Bordes;20803;
65102;Bouilh-Devant;;
65103;Bouilh-Péreuilh;;
65104;Boulin;24655;
65105;Bourg-de-Bigorre;17618;
65106;Bourisp;18364;
65107;Bourréac;21986;
65108;Bours;22105;
65109;Bramevaque;;
65110;Bugard;;
65111;Bulan;;
65112;Bun;18671;
65113;Burg;19461;
65114;Buzon;;
65115;Cabanac;19750;
65116;Cadéac;18278;
65117;Cadeilhan-Trachère;;
65118;Caharet;;
65119;Caixon;19593;
65120;Calavanté;21482;
65121;Camalès;18863;
65122;Camous;;
65123;Campan;19936;
65124;Camparan;;
65125;Campistrous;21692;
65126;Campuzan;18568;
65127;Capvern;20490;
65128;Castelbajac;19533;
65129;Castelnau-Magnoac;17747;
65130;Castelnau-Rivière-Basse;18712;
65131;Castelvieilh;22504;
65132;Castéra-Lanusse;;
65133;Castéra-Lou;20921;
65134;Casterets;;
65135;Castillon;;
65136;Caubous;;
65137;Caussade-Rivière;;
65138;Cauterets;19698;
65139;Cazarilh;;
65140;Cazaux-Debat;;
65141;Cazaux-Fréchet-Anéran-Camors;;
65142;Chelle-Debat;19611;
65143;Chelle-Spou;18879;
65144;Cheust;;
65145;Chèze;;
65146;Chis;21038;
65147;Cieutat;20010;
65148;Cizos;20323;
65149;Clarac;18903;
65150;Clarens;22310;
65151;Collongues;21184;
65153;Coussan;22058;
65154;Créchets;;
65155;Devèze;;
65156;Dours;20935;
65157;Ens;;
65158;Esbareich;;
65159;Escala;19752;
65160;Escaunets;18401;
65161;Escondeaux;18173;
65162;Esconnets;;
65163;Escots;;
65164;Escoubès-Pouts;19697;
65165;Esparros;16568;
65166;Espèche;;
65167;Espieilh;;
65168;Esquièze-Sère;19769;
65169;Estaing;;
65170;Estampures;;
65171;Estarvielle;;
65172;Estensan;;
65173;Esterre;20307;
65174;Estirac;19269;
65175;Ferrère;;
65176;Ferrières;;
65177;Fontrailles;21085;
65178;Fréchède;;
65179;Fréchendets;;
65180;Fréchet-Aure;;
65181;Fréchou-Fréchet;22177;
65182;Gaillagos;19193;
65183;Galan;19442;
65184;Galez;19409;
65185;Gardères;20092;
65186;Gaudent;;
65187;Gaussan;;
65188;Gavarnie;;
65189;Gayan;20567;
65190;Gazave;;
65191;Gazost;21011;
65192;Gavarnie-Gèdre;17099;
65193;Gembrie;;
65194;Générest;;
65195;Génos;20878;
65196;Gensac;19639;
65197;Ger;20205;
65198;Gerde;21362;
65199;Germ;;
65200;Germs-sur-l'Oussouet;16550;
65201;Geu;19458;
65202;Gez;20380;
65203;Gez-ez-Angles;;
65204;Gonez;;
65205;Gouaux;;
65206;Goudon;20016;
65207;Gourgue;;
65208;Grailhen;;
65209;Grézian;;
65210;Grust;;
65211;Guchan;20025;
65212;Guchen;17697;
65213;Guizerix;20754;
65214;Hachan;;
65215;Hagedet;;
65216;Hauban;22801;
65217;Hautaget;;
65218;Hèches;18441;
65219;Hères;17472;
65220;Hibarette;19741;
65221;Hiis;22900;
65222;Hitte;21147;
65223;Horgues;25035;
65224;Houeydets;20248;
65225;Hourc;;
65226;Ibos;22192;10
65228;Ilhet;22761;
65229;Ilheu;;
65230;Izaourt;21092;
65231;Izaux;19014;
65232;Jacque;;
65233;Jarret;19232;
65234;Jézeau;;
65235;Juillan;21821;6
65236;Julos;20973;
65237;Juncalas;19125;
65238;Labassère;19175;
65239;Labastide;19955;
65240;Labatut-Rivière;17680;
65241;Laborde;;
65242;Lacassagne;20080;
65243;Lafitole;18557;
65244;Lagarde;20121;
65245;Lagrange;22356;
65247;Arrayou-Lahitte;17127;
65248;Lahitte-Toupière;17600;
65249;Lalanne;;
65250;Lalanne-Trie;18343;
65251;Laloubère;21860;
65252;Lamarque-Pontacq;21144;
65253;Lamarque-Rustaing;;
65254;Laméac;15115;
65255;Lançon;;
65256;Lanespède;20773;
65257;Lanne;22505;
65258;Lannemezan;18315;18
65259;Lansac;20775;
65260;Lapeyre;;
65261;Laran;;
65262;Larreule;17892;
65263;Larroque;;
65264;Lascazères;18575;
65265;Laslades;21325;
65266;Lassales;;
65267;Lau-Balagnas;19568;
65268;Layrisse;23829;
65269;Lescurry;20491;
65270;Lespouey;21863;
65271;Lézignan;21817;
65272;Lhez;;
65273;Liac;17568;
65274;Libaros;17863;
65275;Lies;;
65276;Lizos;19786;
65277;Lombrès;;
65278;Lomné;;
65279;Lortet;21901;
65280;Loubajac;20790;
65281;Loucrup;19576;
65282;Loudenvielle;20709;
65283;Loudervielle;;
65284;Louey;22690;
65285;Louit;22522;
65286;Lourdes;17573;18
65287;Loures-Barousse;19120;
65288;Lubret-Saint-Luc;;
65289;Luby-Betmont;;
65290;Luc;21998;
65291;Lugagnan;19958;
65292;Luquet;21411;
65293;Lustar;20473;
65294;Lutilhous;20683;
65295;Luz-Saint-Sauveur;18726;
65296;Madiran;18387;
65297;Mansan;;
65298;Marquerie;;
65299;Marsac;20254;
65300;Marsas;;
65301;Marseillan;20901;
65303;Mascaras;21080;
65304;Maubourguet;17690;21
65305;Mauléon-Barousse;19398;
65306;Mauvezin;22607;
65307;Mazères-de-Neste;19626;
65308;Mazerolles;;
65309;Mazouau;;
65310;Mérilheu;20130;
65311;Mingot;;
65312;Molère;;
65313;Momères;23664;
65314;Monfaucon;16917;
65315;Monléon-Magnoac;19779;
